state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations,charging_stations,avg_ev_subsidy_rs,fuel_price_rs_per_litre,avg_income_index
Karnataka,2020,2W,117168,27032,207,0,110.56,1.3
Rajasthan,2016,3W,111806,47625,617,50000,96.79,1.0
Chhattisgarh,2022,4W,64731,5212,377,75000,105.74,0.55
Telangana,2016,4W,55327,14501,500,25000,91.17,0.78
Kerala,2021,2W,79720,9344,546,50000,110.98,0.5
Telangana,2017,3W,104752,6629,302,75000,99.01,0.77
West Bengal,2023,3W,70888,7257,762,50000,109.72,1.39
Uttar Pradesh,2023,4W,105526,14379,617,75000,92.23,1.19
Haryana,2024,3W,76903,0,459,0,105.82,1.2
Odisha,2017,3W,108961,29813,526,100000,97.45,0.61
Uttar Pradesh,2024,3W,85919,18178,861,50000,91.2,0.86
Delhi,2017,3W,80015,16812,66,50000,95.22,0.87
Kerala,2023,4W,11114,1102,455,75000,109.19,0.92
Uttar Pradesh,2023,3W,89802,16168,686,75000,101.81,1.38
Karnataka,2021,4W,45835,9948,178,75000,105.19,0.8
Telangana,2016,2W,91292,5458,239,75000,106.12,0.9
Haryana,2024,4W,113763,6818,691,25000,112.26,0.79
Maharashtra,2018,4W,63676,8514,512,75000,96.69,1.34
Karnataka,2018,2W,49934,6348,201,25000,102.32,0.9
Haryana,2021,3W,152378,34812,494,100000,114.09,1.02
Karnataka,2018,4W,72113,2301,834,75000,109.35,1.27
Haryana,2021,3W,93154,14155,701,0,93.01,0.77
Gujarat,2024,3W,97754,15658,964,75000,98.7,0.87
Punjab,2020,2W,84942,13173,552,0,109.51,0.96
Maharashtra,2018,3W,87318,0,251,100000,91.64,0.73
West Bengal,2024,2W,76902,0,447,50000,91.45,1.46
Telangana,2023,2W,129844,19747,569,100000,114.07,0.58
Kerala,2023,2W,42195,3728,387,0,105.56,1.28
Gujarat,2017,3W,70468,2737,573,25000,110.28,1.14
Bihar,2017,4W,127416,6178,256,50000,112.94,0.79
Haryana,2017,4W,42272,10514,477,100000,107.69,0.56
Kerala,2020,2W,54945,19722,17,25000,102.52,1.18
Haryana,2024,2W,85542,11205,392,0,110.17,0.96
Rajasthan,2018,2W,13644,4138,72,75000,91.25,1.34
Maharashtra,2021,4W,72000,7709,676,100000,114.02,0.7
Haryana,2023,4W,32056,6289,1107,25000,91.83,1.12
Tamil Nadu,2017,3W,39104,7530,505,75000,108.93,0.66
Jharkhand,2024,3W,134130,17558,715,75000,106.67,0.66
Tamil Nadu,2018,3W,41201,12294,606,0,102.47,0.51
Bihar,2023,4W,42487,8941,764,100000,108.22,0.6
Haryana,2018,4W,66437,7064,480,100000,102.02,1.16
Uttar Pradesh,2018,3W,69249,5903,723,100000,114.83,0.54
Karnataka,2017,4W,74563,6342,896,25000,99.81,1.25
Kerala,2018,2W,24003,6018,294,50000,104.1,0.86
Madhya Pradesh,2021,4W,103718,2995,719,50000,94.79,1.42
Tamil Nadu,2020,2W,80428,4391,377,100000,113.76,1.08
Telangana,2018,4W,100589,34969,30,50000,102.92,1.26
Assam,2017,4W,53036,899,443,25000,109.51,0.98
Gujarat,2018,4W,107649,525,496,100000,104.78,0.69
Punjab,2016,2W,106606,11505,281,0,110.27,1.34
Karnataka,2020,4W,85968,23518,178,25000,109.28,1.15
Odisha,2016,3W,26642,4847,348,100000,93.2,1.27
Kerala,2020,3W,77554,6392,510,25000,114.33,0.73
West Bengal,2020,3W,47382,1962,703,0,108.55,1.35
Karnataka,2018,3W,45536,0,296,75000,98.13,1.21
Jharkhand,2023,2W,66067,12962,735,50000,110.17,1.48
Gujarat,2021,4W,72453,6538,926,50000,104.77,1.16
Haryana,2022,2W,82559,5710,250,50000,109.52,1.08
Chhattisgarh,2024,2W,95675,20574,49,50000,97.41,1.21
Madhya Pradesh,2023,2W,68480,11985,1098,50000,99.23,1.43
Bihar,2019,2W,173297,35257,766,0,107.86,0.96
Karnataka,2020,3W,86902,17360,699,100000,96.85,1.31
Odisha,2019,2W,92647,8724,169,50000,98.39,1.48
Punjab,2019,2W,93185,21236,637,75000,113.68,1.0
Chhattisgarh,2023,3W,130234,5317,383,50000,109.66,1.23
Jharkhand,2016,2W,71180,10167,44,75000,107.62,1.32
Chhattisgarh,2023,2W,69289,13862,514,25000,91.29,1.0
Haryana,2016,2W,100964,19394,647,50000,103.82,0.9
Jharkhand,2023,3W,64218,6557,241,100000,97.25,1.37
Maharashtra,2017,3W,111798,23667,705,25000,104.29,1.33
Telangana,2021,3W,39021,4412,543,50000,103.72,0.79
Karnataka,2022,2W,49118,723,43,100000,108.32,0.9
Assam,2019,3W,113380,10932,12,100000,107.14,0.83
Kerala,2017,3W,75323,7168,548,100000,106.79,1.13
Bihar,2024,3W,95053,10838,102,100000,108.77,0.6
Delhi,2018,2W,51087,2773,603,75000,91.69,1.02
Haryana,2021,4W,78540,9971,222,50000,108.45,1.2
Gujarat,2019,4W,24614,1404,51,100000,95.13,0.98
West Bengal,2024,2W,60499,3497,198,0,106.42,1.47
Karnataka,2018,4W,58347,9783,335,50000,104.98,1.12
Jharkhand,2024,3W,71850,1440,748,25000,90.38,1.47
Chhattisgarh,2018,3W,104341,3670,745,100000,97.82,0.77
Punjab,2018,3W,126137,31757,581,100000,113.67,0.61
Kerala,2021,4W,96544,17769,617,100000,107.53,1.18
Assam,2023,4W,40205,5108,486,100000,104.57,0.75
Kerala,2023,2W,97161,13969,837,50000,94.71,1.17
Punjab,2017,3W,69977,10331,447,100000,92.32,1.25
Kerala,2016,4W,76055,17690,368,75000,108.09,0.51
Telangana,2019,4W,31802,10334,914,0,105.94,0.74
Jharkhand,2018,4W,64910,11446,588,100000,108.47,0.51
West Bengal,2018,4W,72967,5226,292,25000,96.77,0.75
Karnataka,2017,2W,77984,6115,704,0,106.82,0.58
Bihar,2021,3W,124617,24919,641,25000,113.32,1.04
Odisha,2019,3W,94467,2478,760,100000,103.04,0.57
Jharkhand,2016,4W,106618,23278,437,25000,104.61,1.04
Chhattisgarh,2019,4W,56420,671,591,50000,109.68,0.95
Jharkhand,2024,3W,101646,1640,707,50000,107.64,0.93
Uttar Pradesh,2023,4W,139775,10250,335,50000,101.1,0.52
Assam,2021,4W,105787,16136,75,50000,91.4,0.99
Jharkhand,2019,2W,65206,19194,123,50000,93.99,0.66
Assam,2020,2W,104396,23910,602,50000,110.35,1.19
Kerala,2019,4W,70060,6219,174,75000,102.88,1.04
Punjab,2023,3W,55237,822,103,100000,110.71,1.29
Telangana,2020,2W,96466,12010,462,100000,98.86,1.01
Assam,2022,3W,89836,11410,244,50000,103.83,1.0
Gujarat,2020,2W,91024,10799,776,50000,111.47,1.25
Tamil Nadu,2021,3W,94480,33602,160,50000,94.01,1.17
Jharkhand,2019,2W,96665,5619,374,100000,94.13,0.5
Telangana,2024,4W,71147,17614,775,50000,102.87,0.66
Gujarat,2017,4W,58712,1417,434,100000,102.98,1.11
Madhya Pradesh,2019,2W,70745,865,330,100000,95.49,1.46
Madhya Pradesh,2019,2W,110641,39702,24,0,103.52,1.2
Odisha,2021,4W,23602,1490,660,75000,102.5,0.91
Delhi,2018,2W,89834,21778,195,100000,105.14,0.62
Uttar Pradesh,2022,4W,82570,4992,377,75000,107.3,0.71
Jharkhand,2019,3W,105753,13381,511,50000,100.48,0.52
Kerala,2016,2W,36542,15058,166,100000,105.71,1.19
Madhya Pradesh,2024,4W,88419,28812,611,0,111.08,0.99
Uttar Pradesh,2022,2W,91674,23802,312,0,101.28,0.68
West Bengal,2023,2W,55998,8043,871,50000,112.54,0.7
Karnataka,2016,3W,66280,15565,174,100000,114.2,0.57
Delhi,2021,3W,61798,10575,860,75000,100.84,1.5
Assam,2024,3W,65242,0,685,25000,95.5,0.85
Chhattisgarh,2023,3W,61269,8059,318,25000,108.07,1.16
Delhi,2021,2W,13833,2976,158,75000,102.1,0.51
Telangana,2018,2W,97963,21241,279,50000,109.16,1.08
Kerala,2019,2W,82459,18178,736,100000,110.08,1.02
West Bengal,2022,4W,92292,5896,921,50000,94.25,0.69
Tamil Nadu,2022,4W,100937,18134,638,0,112.71,1.26
Uttar Pradesh,2018,3W,130998,33686,557,50000,105.81,0.66
Madhya Pradesh,2016,3W,108239,35819,434,75000,96.77,0.7
Madhya Pradesh,2023,3W,47311,3383,388,50000,112.7,1.01
Kerala,2016,3W,37832,2240,955,50000,110.55,1.16
Madhya Pradesh,2016,4W,60264,14189,172,0,113.48,1.14
Bihar,2020,2W,106707,3461,231,75000,94.77,1.19
Chhattisgarh,2020,4W,93896,1247,754,0,110.37,1.28
Kerala,2021,4W,43024,3455,674,25000,92.21,1.2
Madhya Pradesh,2018,3W,49743,0,604,25000,90.97,1.17
Bihar,2021,3W,33055,7203,409,100000,112.2,0.83
Jharkhand,2024,4W,90051,16354,640,25000,91.68,0.59
Madhya Pradesh,2017,4W,33932,7657,683,75000,111.45,1.5
Chhattisgarh,2021,2W,49499,6216,488,100000,109.59,1.07
Delhi,2016,4W,75965,19612,106,100000,95.8,0.51
Rajasthan,2024,2W,98662,27910,616,25000,104.08,1.12
Punjab,2024,3W,112729,19719,813,0,104.52,1.49
Rajasthan,2023,2W,69457,21277,254,100000,95.72,1.1
Bihar,2016,3W,125971,23526,130,25000,95.29,1.5
Chhattisgarh,2022,3W,98765,23557,322,100000,101.37,1.17
Karnataka,2024,3W,83706,3692,944,50000,113.54,0.67
Maharashtra,2022,3W,138877,20882,803,0,96.88,0.66
Rajasthan,2017,2W,120244,32837,1005,75000,94.48,1.21
Haryana,2017,4W,139611,13528,399,0,90.48,1.28
Tamil Nadu,2023,2W,90270,27569,756,50000,110.95,1.3
Odisha,2018,2W,81305,16733,258,75000,93.84,1.07
Haryana,2022,3W,71101,13411,438,75000,104.58,1.09
West Bengal,2017,4W,66025,8907,477,100000,92.11,1.11
Gujarat,2021,2W,66450,2454,686,25000,111.57,1.39
Assam,2022,4W,98885,6879,768,25000,114.93,0.53
Madhya Pradesh,2016,2W,61052,10703,746,50000,114.33,0.97
Bihar,2024,3W,64507,8408,438,100000,91.78,0.71
West Bengal,2019,2W,57602,7622,35,75000,96.71,0.6
Haryana,2018,3W,72314,9100,481,25000,96.96,1.3
Delhi,2016,4W,94383,2801,187,75000,95.81,0.63
Maharashtra,2019,2W,56900,1160,363,0,95.26,1.31
Delhi,2016,3W,85442,9287,221,100000,111.62,0.65
Karnataka,2019,4W,79056,5151,671,0,110.1,0.64
West Bengal,2023,2W,26424,4449,1307,100000,93.6,1.12
Rajasthan,2016,2W,77136,0,475,100000,97.66,1.32
Kerala,2019,4W,55008,7608,309,100000,101.46,1.23
Punjab,2021,2W,134976,31235,644,50000,97.85,1.04
Gujarat,2024,2W,91061,11119,753,75000,94.88,0.99
Kerala,2020,2W,78427,25128,874,100000,99.04,1.36
Uttar Pradesh,2022,4W,78139,0,222,75000,101.35,1.26
Karnataka,2021,4W,72698,8724,1071,75000,102.24,1.14
Chhattisgarh,2021,4W,128778,23123,45,75000,99.3,1.16
Odisha,2018,3W,86503,3483,323,75000,95.47,0.68
Uttar Pradesh,2024,3W,54882,5223,750,25000,113.18,1.47
Madhya Pradesh,2020,4W,46854,8061,865,25000,99.18,0.59
Bihar,2016,4W,64604,17312,558,75000,109.9,0.68
Odisha,2024,4W,46931,10237,622,25000,96.24,0.76
West Bengal,2019,3W,70765,14399,868,25000,108.76,0.65
Punjab,2017,3W,17389,1591,490,50000,113.02,0.54
Tamil Nadu,2024,4W,52709,2970,299,25000,95.95,1.41
Karnataka,2020,3W,12853,0,317,100000,102.18,0.93
Karnataka,2017,2W,93730,9126,916,100000,110.69,0.67
Assam,2019,3W,84237,0,730,25000,102.75,1.0
Punjab,2020,2W,86461,0,1017,25000,110.98,0.66
Rajasthan,2017,4W,78634,8459,329,75000,105.21,0.78
Madhya Pradesh,2019,3W,89885,9741,160,25000,110.04,0.89
Assam,2021,3W,63939,11882,280,75000,106.93,1.07
Bihar,2024,4W,102737,13606,700,50000,91.65,0.52
Kerala,2020,3W,82942,23189,284,100000,98.63,0.53
Jharkhand,2023,2W,102350,16291,575,75000,113.33,0.77
Punjab,2019,3W,127343,31650,760,50000,113.68,1.38
Odisha,2016,4W,66333,4051,786,25000,97.04,1.46
Gujarat,2016,3W,106281,31593,318,100000,101.07,0.76
Odisha,2020,2W,73113,18253,360,25000,113.39,0.69
Punjab,2019,3W,99214,12992,597,100000,93.76,1.47
Madhya Pradesh,2023,4W,45569,7223,397,50000,96.17,0.97
Telangana,2023,4W,116179,26458,640,75000,112.61,1.32
Bihar,2018,4W,125630,6923,1024,50000,100.06,1.38
Uttar Pradesh,2018,4W,114068,4490,252,100000,94.62,0.84
Jharkhand,2018,4W,61742,16812,422,0,93.0,1.23
Chhattisgarh,2016,2W,25381,4492,73,0,104.9,0.93
Maharashtra,2022,2W,77940,18794,531,25000,98.6,1.23
Tamil Nadu,2018,2W,96304,16369,579,25000,106.43,1.4
Chhattisgarh,2023,3W,118170,0,211,0,90.27,1.33
Jharkhand,2023,2W,76318,12160,160,0,92.97,1.48
Assam,2024,3W,152350,45954,680,0,90.81,1.16
Maharashtra,2024,4W,51442,8114,577,50000,97.41,1.44
Assam,2020,2W,42747,0,241,100000,91.26,0.55
Odisha,2018,2W,67591,22897,666,0,96.32,1.08
Chhattisgarh,2018,2W,39935,10313,358,25000,110.52,0.98
Chhattisgarh,2020,3W,41385,425,324,50000,95.23,0.58
West Bengal,2017,3W,111151,0,349,75000,111.02,0.72
Bihar,2019,4W,116007,12028,376,25000,101.48,0.8
Kerala,2017,4W,114617,19375,634,0,103.29,0.53
Tamil Nadu,2022,3W,5350,450,636,75000,114.28,1.06
Assam,2023,2W,50531,5848,551,0,100.44,0.62
Uttar Pradesh,2017,3W,98306,16289,324,75000,98.87,1.05
Punjab,2017,4W,86726,23061,399,0,110.37,1.11
Madhya Pradesh,2019,4W,38849,3071,413,100000,100.33,1.18
Jharkhand,2020,2W,56487,5334,561,0,99.88,0.68
Telangana,2024,4W,89523,10448,471,0,94.21,1.38
Uttar Pradesh,2021,2W,64120,0,596,25000,102.56,1.23
Gujarat,2022,2W,86757,19023,119,50000,108.81,1.03
Uttar Pradesh,2019,4W,131075,10053,1045,75000,108.29,1.32
Assam,2021,3W,87020,10890,860,25000,100.78,0.88
Tamil Nadu,2024,4W,84210,11066,592,50000,111.11,0.98
Karnataka,2017,3W,21466,3528,45,25000,90.98,0.77
Tamil Nadu,2021,4W,102791,14447,625,100000,108.21,0.85
West Bengal,2021,2W,111251,23179,461,50000,109.58,0.77
Bihar,2023,2W,97395,30674,821,50000,107.2,0.62
Assam,2022,3W,41205,8539,635,25000,100.43,0.66
West Bengal,2017,4W,23905,2866,137,50000,108.93,1.4
Madhya Pradesh,2017,2W,74171,5519,814,50000,94.08,0.73
Gujarat,2022,4W,129662,25818,392,25000,113.16,0.92
West Bengal,2021,3W,22719,6402,521,0,90.28,1.29
Tamil Nadu,2016,3W,67655,9544,488,75000,104.71,0.9
Haryana,2020,2W,81239,15784,785,25000,96.79,1.4
Tamil Nadu,2018,3W,49365,11584,138,75000,91.26,0.93
Assam,2024,4W,92967,18314,287,75000,110.43,1.43
Delhi,2016,2W,58634,8146,231,50000,98.44,1.37
Assam,2017,4W,7209,811,188,100000,103.25,0.66
Punjab,2022,2W,31061,8786,593,50000,109.0,0.65
Odisha,2022,2W,66227,5333,153,100000,106.99,0.56
Madhya Pradesh,2024,2W,27445,3851,375,75000,107.43,0.69
Uttar Pradesh,2018,3W,40486,9214,199,50000,100.28,0.74
Telangana,2023,2W,57426,14214,654,0,106.83,1.32
Uttar Pradesh,2022,3W,46889,5482,265,75000,106.78,0.77
Kerala,2023,2W,119917,28695,1048,50000,111.65,0.79
Telangana,2019,4W,148449,13098,39,75000,98.26,1.06
Rajasthan,2023,2W,23599,2661,631,25000,113.36,1.19
Kerala,2016,3W,86668,24083,214,50000,109.13,0.75
West Bengal,2021,3W,59690,14327,635,50000,98.11,1.18
Odisha,2018,3W,130016,39306,720,50000,100.73,0.78
Rajasthan,2023,3W,133453,10205,716,25000,107.31,0.73
West Bengal,2021,3W,121116,26587,585,75000,111.24,0.54
Madhya Pradesh,2021,3W,50363,3289,874,50000,101.96,1.43
West Bengal,2021,2W,67462,0,178,100000,103.7,0.67
Rajasthan,2024,2W,137342,34437,123,100000,114.13,0.55
Maharashtra,2023,4W,85541,20854,503,25000,91.73,0.59
Bihar,2020,4W,166052,0,817,0,112.93,0.91
Odisha,2023,2W,93239,7149,568,50000,107.45,1.4
Madhya Pradesh,2020,4W,24262,5188,817,25000,106.99,1.45
Odisha,2022,2W,53567,4219,856,75000,104.84,0.52
Jharkhand,2022,4W,123090,7328,851,100000,106.63,1.06
Odisha,2024,2W,53650,6019,569,50000,92.59,0.9
Assam,2017,2W,99394,23669,716,25000,92.96,0.5
Haryana,2018,4W,52511,14994,851,100000,113.94,1.07
Karnataka,2022,3W,84028,5363,509,75000,103.72,0.88
Delhi,2016,2W,33155,9957,400,50000,97.87,0.6
Madhya Pradesh,2024,4W,73649,21494,246,100000,111.84,1.5
Assam,2019,3W,118308,21745,137,50000,100.07,1.17
West Bengal,2023,4W,47740,1654,841,100000,93.33,1.13
Chhattisgarh,2018,3W,86498,4102,830,0,108.84,1.37
Jharkhand,2017,3W,111841,36473,499,75000,105.48,0.69
Tamil Nadu,2017,4W,142581,6918,391,25000,93.14,1.46
Haryana,2020,3W,92493,13375,205,75000,104.64,1.04
Rajasthan,2024,3W,85883,5118,35,50000,105.94,1.32
Jharkhand,2017,3W,87739,13139,323,75000,107.23,0.75
Punjab,2017,3W,107413,0,976,0,99.12,1.14
Delhi,2016,3W,97222,1304,455,0,107.54,1.06
Uttar Pradesh,2019,4W,101182,12721,192,25000,106.89,0.9
Assam,2018,3W,116900,14210,977,100000,100.31,1.43
Odisha,2023,2W,64418,7466,628,75000,99.45,0.56
Uttar Pradesh,2018,4W,82314,12993,138,75000,94.05,1.16
West Bengal,2016,4W,45400,0,38,100000,106.49,0.94
Rajasthan,2023,4W,39336,3831,553,75000,110.34,1.44
West Bengal,2016,4W,92014,15008,476,25000,105.05,1.08
Rajasthan,2020,4W,44141,0,192,0,93.17,0.89
Delhi,2024,2W,95178,7345,1149,50000,111.8,1.08
Punjab,2019,3W,115716,30154,330,0,103.51,0.58
Telangana,2023,4W,105849,17349,26,50000,93.59,0.65
West Bengal,2022,4W,55915,19416,84,0,92.02,1.44
Haryana,2021,3W,95167,28446,1181,100000,110.72,1.28
Uttar Pradesh,2020,4W,67868,11506,470,100000,93.11,1.38
Tamil Nadu,2018,3W,93079,0,704,0,106.81,0.98
Madhya Pradesh,2020,2W,83785,6912,379,25000,101.0,1.14
Haryana,2018,4W,63496,8590,752,75000,99.58,0.72
Odisha,2018,4W,86234,7697,476,75000,110.51,1.33
Odisha,2018,3W,26719,6850,575,100000,110.65,1.13
Uttar Pradesh,2024,2W,121535,23900,903,75000,100.35,1.46
Kerala,2018,2W,148173,35399,672,50000,104.29,0.68
Bihar,2016,3W,41710,6863,315,0,109.09,1.02
Jharkhand,2018,2W,100862,3620,466,75000,94.08,0.68
Assam,2024,4W,55851,5709,123,75000,91.28,0.9
Odisha,2023,3W,7883,2800,826,75000,93.63,1.01
Jharkhand,2018,2W,68710,21957,1069,100000,111.95,1.06
Maharashtra,2019,3W,85258,1392,376,0,113.65,1.34
Telangana,2019,4W,83957,8777,434,50000,94.25,0.63
Uttar Pradesh,2023,4W,81567,3584,284,75000,114.74,1.18
Assam,2024,2W,41462,10273,131,100000,91.92,0.5
Delhi,2020,4W,114607,33079,409,50000,100.39,0.52
Assam,2016,4W,1905,93,345,75000,92.46,1.46
Assam,2019,3W,125905,27257,222,0,95.92,0.6
Madhya Pradesh,2020,2W,32072,6402,339,75000,106.94,1.05
Telangana,2021,2W,104465,15167,445,75000,98.75,1.28
Delhi,2019,2W,69299,10708,515,100000,95.62,0.9
Haryana,2022,2W,89689,12906,650,100000,98.35,1.23
Gujarat,2019,2W,63991,20554,24,0,110.82,1.3
Haryana,2024,3W,56133,10802,883,100000,100.07,1.02
Assam,2018,3W,13495,721,988,50000,93.33,0.66
Kerala,2020,4W,62546,2039,440,0,100.46,0.86
Gujarat,2022,2W,142037,42574,1057,50000,94.04,0.97
Gujarat,2018,2W,142875,44211,703,25000,90.63,0.85
Punjab,2019,4W,55627,10184,935,75000,96.53,1.19
Jharkhand,2018,4W,121294,21992,706,50000,102.2,0.63
Odisha,2022,3W,123996,12009,29,0,104.98,1.01
Tamil Nadu,2022,4W,24797,3639,692,50000,94.36,0.97
Haryana,2023,3W,83692,14502,272,50000,103.76,0.91
Maharashtra,2017,4W,108751,16874,568,75000,112.27,1.1
Haryana,2017,4W,112229,13495,893,75000,108.75,1.41
Rajasthan,2022,2W,41898,7486,250,75000,96.17,0.81
Telangana,2021,3W,60851,22057,899,50000,100.66,1.12
Assam,2018,4W,82137,1696,291,75000,100.01,1.31
Punjab,2016,2W,52456,13472,681,0,113.32,0.52
Bihar,2016,2W,149109,306,877,25000,113.29,1.5
Bihar,2023,2W,114393,6024,802,75000,111.99,0.55
Rajasthan,2018,4W,90084,11463,252,50000,93.45,1.36
Uttar Pradesh,2020,2W,58426,20740,500,50000,95.98,1.26
Telangana,2017,3W,56604,14615,95,25000,114.41,1.15
Karnataka,2022,4W,67543,8921,618,50000,109.55,1.27
Madhya Pradesh,2022,4W,50425,6130,858,0,104.38,0.71
Delhi,2016,2W,106839,0,514,75000,100.69,1.15
Tamil Nadu,2018,4W,54970,12445,37,25000,94.97,1.28
Chhattisgarh,2023,2W,61017,7712,723,0,108.78,1.4
Punjab,2017,3W,69826,13057,462,25000,98.48,0.56
Jharkhand,2017,2W,93734,4780,489,75000,96.21,0.82
Tamil Nadu,2017,2W,87759,15030,734,50000,111.43,1.26
Haryana,2020,2W,67066,13042,252,75000,113.63,1.18
Gujarat,2018,2W,80215,0,548,100000,93.0,0.81
Maharashtra,2018,3W,146375,27421,593,50000,93.43,1.45
Rajasthan,2018,3W,115782,2803,719,100000,113.64,0.81
Bihar,2019,2W,97712,24715,761,0,106.94,0.75
Gujarat,2017,4W,78059,12277,521,75000,101.89,1.35
Haryana,2022,3W,75492,2872,381,25000,110.91,1.05
Madhya Pradesh,2020,4W,98092,6370,1245,0,101.52,1.33
Madhya Pradesh,2024,4W,87943,17881,751,100000,92.64,1.34
Kerala,2016,4W,116545,29804,761,50000,108.13,0.61
Rajasthan,2024,4W,70547,17164,433,100000,91.18,1.46
Rajasthan,2022,3W,111955,33056,225,0,113.55,0.8
Madhya Pradesh,2023,3W,54892,5354,905,0,93.48,0.51
Madhya Pradesh,2023,4W,92722,14274,69,100000,98.6,1.02
Tamil Nadu,2024,2W,40525,10182,452,50000,102.64,1.01
Punjab,2018,3W,74556,10390,798,100000,100.38,0.92
Odisha,2021,4W,131095,11509,674,25000,110.51,1.15
Jharkhand,2017,2W,44009,0,757,100000,102.82,0.82
Tamil Nadu,2016,3W,55154,12647,463,25000,98.63,0.55
Karnataka,2016,3W,68882,1046,285,100000,93.01,0.57
Kerala,2024,3W,95638,17422,550,75000,100.76,0.62
West Bengal,2017,4W,14688,2465,928,100000,107.97,0.61
Assam,2018,3W,35776,9848,365,0,98.53,0.94
Kerala,2017,4W,83103,29435,583,25000,102.08,1.49
Gujarat,2024,3W,79331,5449,746,75000,103.46,1.49
Tamil Nadu,2020,4W,50739,14224,699,75000,98.43,1.33
Madhya Pradesh,2016,2W,63412,4552,272,0,91.7,0.69
Odisha,2017,3W,26867,5296,49,100000,111.9,1.41
Karnataka,2020,4W,43146,0,474,25000,92.67,1.45
Delhi,2016,4W,75490,8857,187,25000,94.11,1.28
Maharashtra,2018,3W,44832,8143,234,50000,93.1,0.57
Chhattisgarh,2024,4W,85431,23948,675,50000,94.22,1.35
Uttar Pradesh,2021,2W,67627,10197,402,50000,109.24,1.43
Delhi,2016,3W,75069,12852,201,75000,99.43,0.89
Telangana,2024,2W,49523,1400,547,50000,107.28,0.67
Tamil Nadu,2023,3W,81041,0,696,100000,106.14,0.66
Haryana,2016,3W,104323,6713,529,100000,99.43,0.91
Uttar Pradesh,2021,2W,68515,9429,380,50000,113.69,0.64
Delhi,2017,2W,44479,4893,580,100000,114.53,0.88
Maharashtra,2016,2W,59896,16002,147,25000,93.65,1.44
Karnataka,2023,3W,94626,25377,644,75000,91.73,0.83
Gujarat,2018,2W,111082,855,208,100000,104.91,1.31
Odisha,2019,3W,68073,3621,406,25000,94.92,0.74
Odisha,2021,3W,109366,1402,982,0,99.06,1.32
Haryana,2017,4W,104846,14154,70,0,110.02,0.68
Uttar Pradesh,2019,4W,118881,4670,390,0,105.25,0.74
West Bengal,2017,3W,75461,5855,441,50000,93.68,0.8
Kerala,2021,2W,79788,10247,388,100000,113.15,0.66
Bihar,2016,3W,58146,10579,996,25000,112.11,1.05
Kerala,2020,4W,38293,6348,170,100000,109.0,0.84
Madhya Pradesh,2023,3W,35692,8744,572,100000,91.24,0.76
Jharkhand,2019,4W,34018,4434,590,100000,100.59,0.84
Madhya Pradesh,2018,2W,85266,12243,660,75000,102.23,0.85
Maharashtra,2019,4W,84291,19805,707,50000,98.55,0.93
Maharashtra,2021,2W,97477,10790,800,75000,109.85,1.44
Kerala,2017,2W,121803,26925,628,100000,99.88,0.55
Madhya Pradesh,2022,3W,91389,28961,217,0,101.26,1.25
Gujarat,2020,2W,119762,1116,675,0,103.64,0.7
Madhya Pradesh,2024,3W,57896,14528,246,50000,102.07,0.72
Bihar,2017,4W,77376,15849,784,0,103.13,1.21
Chhattisgarh,2018,4W,78217,9022,16,75000,93.09,0.71
Tamil Nadu,2016,3W,108809,21353,146,25000,108.2,1.1
Madhya Pradesh,2020,3W,85167,20333,728,50000,114.39,1.07
West Bengal,2021,3W,117485,1964,395,75000,110.39,1.1
Telangana,2019,2W,56822,5131,217,25000,111.36,0.84
Gujarat,2017,2W,96128,18535,416,0,94.14,1.21
Uttar Pradesh,2023,3W,41629,15336,671,50000,94.91,0.71
Odisha,2017,4W,77211,9732,835,50000,106.67,0.94
Rajasthan,2023,3W,85592,13260,730,75000,96.47,0.55
Telangana,2017,2W,61753,11505,593,25000,104.11,1.1
Kerala,2016,2W,23310,2570,169,50000,105.43,1.47
Gujarat,2017,4W,90670,15337,651,25000,94.8,1.17
Haryana,2022,4W,123419,35329,992,0,102.24,1.03
Kerala,2020,2W,87286,0,665,0,94.64,0.58
West Bengal,2023,4W,63553,21757,267,100000,100.94,0.78
Madhya Pradesh,2017,3W,20735,4667,119,0,108.43,0.54
Gujarat,2017,2W,80853,0,403,0,113.01,0.51
Madhya Pradesh,2018,2W,129301,24058,240,75000,114.31,1.02
Haryana,2017,4W,79063,1052,677,100000,102.09,0.93
Telangana,2017,2W,65351,13941,506,0,109.22,0.56
Rajasthan,2023,2W,37833,1948,559,0,90.91,0.55
Punjab,2017,2W,77627,7148,355,75000,100.54,0.54
Karnataka,2018,4W,100885,37024,72,75000,104.27,0.83
West Bengal,2023,2W,59640,7048,265,75000,109.16,1.47
Odisha,2018,3W,72205,22372,740,25000,97.13,1.13
Uttar Pradesh,2020,3W,45465,0,257,75000,97.95,1.42
Gujarat,2016,4W,108701,16062,293,100000,112.82,1.11
Madhya Pradesh,2020,3W,31523,5673,779,75000,103.98,1.01
Assam,2023,2W,67546,9427,617,0,105.08,0.58
Telangana,2022,2W,93808,15898,194,75000,104.54,1.27
Rajasthan,2024,2W,86190,21219,428,100000,106.22,1.4
Maharashtra,2022,4W,51472,9360,202,50000,112.72,1.26
Jharkhand,2024,3W,61013,1896,816,50000,94.6,1.26
Chhattisgarh,2021,3W,33872,4589,366,50000,98.15,0.97
Uttar Pradesh,2016,3W,83394,9270,408,100000,95.09,1.27
